source_table,source_rows,group_by,group_value,column,n,mean,median,min,max
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_00,surface_area_est,1,0.096659,0.096659,0.096659,0.096659
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_00,bbox_volume,1,0.006629,0.006629,0.006629,0.006629
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_01,vertices,1,31525.0,31525.0,31525.0,31525.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_01,faces,1,68272.0,68272.0,68272.0,68272.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_01,component_count,1,71.0,71.0,71.0,71.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_01,largest_occupancy_component_ratio_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_01,occupancy_component_count_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_01,surface_area_est,1,0.105403,0.105403,0.105403,0.105403
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_01,bbox_volume,1,0.006955,0.006955,0.006955,0.006955
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_02,vertices,1,32618.0,32618.0,32618.0,32618.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_02,faces,1,70424.0,70424.0,70424.0,70424.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_02,component_count,1,75.0,75.0,75.0,75.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_02,largest_occupancy_component_ratio_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_02,occupancy_component_count_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_02,surface_area_est,1,0.108956,0.108956,0.108956,0.108956
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_02,bbox_volume,1,0.00729,0.00729,0.00729,0.00729
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_03,vertices,1,33799.0,33799.0,33799.0,33799.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_03,faces,1,72796.0,72796.0,72796.0,72796.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_03,component_count,1,86.0,86.0,86.0,86.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_03,largest_occupancy_component_ratio_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_03,occupancy_component_count_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_03,surface_area_est,1,0.112857,0.112857,0.112857,0.112857
results/botanical_tree_root_recursive_remote_20260511i_pull/metrics/botanical_tree_root_metrics_20260511i.csv,91,label,fern_arch_yneg_20260511i__v25e_crown_tiplet_short__depth_03,bbox_volume,1,0.007624,0.007624,0.007624,0.007624
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,,,vertices,6,211474.166667,105902.0,3869.0,651144.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,,,faces,6,154740.5,83425.5,7532.0,455964.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,,,component_count,6,35692.333333,16496.0,1.0,114929.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,,,largest_occupancy_component_ratio_6n,6,0.565475,0.668898,0.051917,1.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,,,occupancy_component_count_6n,6,109.833333,43.0,1.0,284.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,,,surface_area_est,6,4.62883,4.565212,1.482195,7.84254
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,,,bbox_volume,6,3.452682,2.299403,0.490198,7.599559
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_base_mid,vertices,1,397415.0,397415.0,397415.0,397415.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_base_mid,faces,1,289140.0,289140.0,289140.0,289140.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_base_mid,component_count,1,66231.0,66231.0,66231.0,66231.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_base_mid,largest_occupancy_component_ratio_6n,1,0.883414,0.883414,0.883414,0.883414
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_base_mid,occupancy_component_count_6n,1,11.0,11.0,11.0,11.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_base_mid,surface_area_est,1,2.040098,2.040098,2.040098,2.040098
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_base_mid,bbox_volume,1,0.840748,0.840748,0.840748,0.840748
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_full,vertices,1,651144.0,651144.0,651144.0,651144.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_full,faces,1,455964.0,455964.0,455964.0,455964.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_full,component_count,1,114929.0,114929.0,114929.0,114929.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_full,largest_occupancy_component_ratio_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_full,occupancy_component_count_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_full,surface_area_est,1,1.870778,1.870778,1.870778,1.870778
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_full,bbox_volume,1,0.490198,0.490198,0.490198,0.490198
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_green,vertices,1,204028.0,204028.0,204028.0,204028.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_green,faces,1,151683.0,151683.0,151683.0,151683.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_green,component_count,1,32991.0,32991.0,32991.0,32991.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_green,largest_occupancy_component_ratio_6n,1,0.945614,0.945614,0.945614,0.945614
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_green,occupancy_component_count_6n,1,6.0,6.0,6.0,6.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_green,surface_area_est,1,1.482195,1.482195,1.482195,1.482195
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,plant_green,bbox_volume,1,0.838971,0.838971,0.838971,0.838971
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_broad,vertices,1,3869.0,3869.0,3869.0,3869.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_broad,faces,1,7532.0,7532.0,7532.0,7532.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_broad,component_count,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_broad,largest_occupancy_component_ratio_6n,1,0.057526,0.057526,0.057526,0.057526
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_broad,occupancy_component_count_6n,1,284.0,284.0,284.0,284.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_broad,surface_area_est,1,7.84254,7.84254,7.84254,7.84254
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_broad,bbox_volume,1,7.599559,7.599559,7.599559,7.599559
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_runner,vertices,1,4613.0,4613.0,4613.0,4613.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_runner,faces,1,8956.0,8956.0,8956.0,8956.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_runner,component_count,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_runner,largest_occupancy_component_ratio_6n,1,0.051917,0.051917,0.051917,0.051917
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_runner,occupancy_component_count_6n,1,282.0,282.0,282.0,282.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_runner,surface_area_est,1,7.447043,7.447043,7.447043,7.447043
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,spider_runner,bbox_volume,1,7.188555,7.188555,7.188555,7.188555
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,v23_rootfan,vertices,1,7776.0,7776.0,7776.0,7776.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,v23_rootfan,faces,1,15168.0,15168.0,15168.0,15168.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,v23_rootfan,component_count,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,v23_rootfan,largest_occupancy_component_ratio_6n,1,0.454381,0.454381,0.454381,0.454381
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,v23_rootfan,occupancy_component_count_6n,1,75.0,75.0,75.0,75.0
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,v23_rootfan,surface_area_est,1,7.090325,7.090325,7.090325,7.090325
results/botanical_tree_root_recursive_remote_20260511j_pull/analysis/root_input_metrics_20260511j.csv,6,label,v23_rootfan,bbox_volume,1,3.758058,3.758058,3.758058,3.758058
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,,,vertices,68,124312.838235,105804.0,63901.0,215310.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,,,faces,68,257676.558824,231918.0,114360.0,467236.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,,,component_count,68,1760.397059,1189.0,25.0,6312.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,,,largest_occupancy_component_ratio_6n,68,0.822641,0.894214,0.094962,1.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,,,occupancy_component_count_6n,68,79.264706,45.0,1.0,324.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,,,surface_area_est,68,0.389965,0.35593,0.187541,0.723003
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,,,bbox_volume,68,0.113296,0.076926,0.043547,0.236882
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_00,vertices,1,203076.0,203076.0,203076.0,203076.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_00,faces,1,467236.0,467236.0,467236.0,467236.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_00,component_count,1,181.0,181.0,181.0,181.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_00,largest_occupancy_component_ratio_6n,1,0.882928,0.882928,0.882928,0.882928
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_00,occupancy_component_count_6n,1,11.0,11.0,11.0,11.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_00,surface_area_est,1,0.723003,0.723003,0.723003,0.723003
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_00,bbox_volume,1,0.181371,0.181371,0.181371,0.181371
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_01,vertices,1,197535.0,197535.0,197535.0,197535.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_01,faces,1,427340.0,427340.0,427340.0,427340.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_01,component_count,1,2686.0,2686.0,2686.0,2686.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_01,largest_occupancy_component_ratio_6n,1,0.774175,0.774175,0.774175,0.774175
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_01,occupancy_component_count_6n,1,95.0,95.0,95.0,95.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_01,surface_area_est,1,0.661633,0.661633,0.661633,0.661633
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_01,bbox_volume,1,0.202499,0.202499,0.202499,0.202499
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_02,vertices,1,202179.0,202179.0,202179.0,202179.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_02,faces,1,433806.0,433806.0,433806.0,433806.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_02,component_count,1,3123.0,3123.0,3123.0,3123.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_02,largest_occupancy_component_ratio_6n,1,0.762063,0.762063,0.762063,0.762063
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_02,occupancy_component_count_6n,1,155.0,155.0,155.0,155.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_02,surface_area_est,1,0.67315,0.67315,0.67315,0.67315
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_02,bbox_volume,1,0.203547,0.203547,0.203547,0.203547
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_03,vertices,1,193266.0,193266.0,193266.0,193266.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_03,faces,1,405558.0,405558.0,405558.0,405558.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_03,component_count,1,3587.0,3587.0,3587.0,3587.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_03,largest_occupancy_component_ratio_6n,1,0.718243,0.718243,0.718243,0.718243
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_03,occupancy_component_count_6n,1,178.0,178.0,178.0,178.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_03,surface_area_est,1,0.624737,0.624737,0.624737,0.624737
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_03,bbox_volume,1,0.203228,0.203228,0.203228,0.203228
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_04,vertices,1,196300.0,196300.0,196300.0,196300.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_04,faces,1,409846.0,409846.0,409846.0,409846.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_04,component_count,1,3802.0,3802.0,3802.0,3802.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_04,largest_occupancy_component_ratio_6n,1,0.75517,0.75517,0.75517,0.75517
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_04,occupancy_component_count_6n,1,196.0,196.0,196.0,196.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_04,surface_area_est,1,0.631514,0.631514,0.631514,0.631514
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_compact__depth_04,bbox_volume,1,0.20202,0.20202,0.20202,0.20202
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_00,vertices,1,203076.0,203076.0,203076.0,203076.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_00,faces,1,467236.0,467236.0,467236.0,467236.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_00,component_count,1,181.0,181.0,181.0,181.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_00,largest_occupancy_component_ratio_6n,1,0.882928,0.882928,0.882928,0.882928
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_00,occupancy_component_count_6n,1,11.0,11.0,11.0,11.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_00,surface_area_est,1,0.723003,0.723003,0.723003,0.723003
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_00,bbox_volume,1,0.181371,0.181371,0.181371,0.181371
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_01,vertices,1,210241.0,210241.0,210241.0,210241.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_01,faces,1,436368.0,436368.0,436368.0,436368.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_01,component_count,1,3691.0,3691.0,3691.0,3691.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_01,largest_occupancy_component_ratio_6n,1,0.772971,0.772971,0.772971,0.772971
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_01,occupancy_component_count_6n,1,121.0,121.0,121.0,121.0
results/botanical_tree_root_recursive_remote_20260511j_pull/metrics/botanical_tree_root_metrics_20260511j_rawonly.csv,68,label,plant_leaf_basemid_visible_yneg_20260511j__v25j_spider_leaf_handle_visible__depth_01,surface_area_est,1,0.662125,0.662125,0.662125,0.662125
