source_table,source_rows,group_by,group_value,column,n,mean,median,min,max
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_01,largest_occupancy_component_ratio_6n,1,0.920852,0.920852,0.920852,0.920852
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_01,occupancy_component_count_6n,1,4.0,4.0,4.0,4.0
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_01,surface_area_est,1,0.053212,0.053212,0.053212,0.053212
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_01,bbox_volume,1,0.008292,0.008292,0.008292,0.008292
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_02,vertices,1,22596.0,22596.0,22596.0,22596.0
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_02,faces,1,45788.0,45788.0,45788.0,45788.0
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_02,component_count,1,132.0,132.0,132.0,132.0
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_02,largest_occupancy_component_ratio_6n,1,0.763889,0.763889,0.763889,0.763889
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_02,occupancy_component_count_6n,1,5.0,5.0,5.0,5.0
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_02,surface_area_est,1,0.062832,0.062832,0.062832,0.062832
results/botanical_tree_root_recursive_remote_20260511n_pull/metrics/botanical_tree_root_metrics_20260511n.csv,61,label,fiddle_guarded_v25n_yneg_20260511n__v25n_fiddlehead_thick_curl__depth_02,bbox_volume,1,0.013734,0.013734,0.013734,0.013734
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,,,vertices,81,205083.530864,111341.0,62849.0,2701147.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,,,faces,81,442922.345679,242532.0,99698.0,5147148.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,,,component_count,81,1189.160494,400.0,1.0,20787.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,,,largest_occupancy_component_ratio_6n,81,0.884637,0.994975,0.272177,1.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,,,occupancy_component_count_6n,81,30.320988,5.0,1.0,755.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,,,surface_area_est,81,0.682947,0.367327,0.100354,8.132883
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,,,bbox_volume,81,0.12184,0.077485,0.042571,0.969217
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__fiddlehead_single_curl_cc0_steps10_seed202607434_preprocess,vertices,1,2701147.0,2701147.0,2701147.0,2701147.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__fiddlehead_single_curl_cc0_steps10_seed202607434_preprocess,faces,1,5147148.0,5147148.0,5147148.0,5147148.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__fiddlehead_single_curl_cc0_steps10_seed202607434_preprocess,component_count,1,17668.0,17668.0,17668.0,17668.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__fiddlehead_single_curl_cc0_steps10_seed202607434_preprocess,largest_occupancy_component_ratio_6n,1,0.999922,0.999922,0.999922,0.999922
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__fiddlehead_single_curl_cc0_steps10_seed202607434_preprocess,occupancy_component_count_6n,1,3.0,3.0,3.0,3.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__fiddlehead_single_curl_cc0_steps10_seed202607434_preprocess,surface_area_est,1,8.132883,8.132883,8.132883,8.132883
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__fiddlehead_single_curl_cc0_steps10_seed202607434_preprocess,bbox_volume,1,0.436211,0.436211,0.436211,0.436211
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__rubber_fig_trunk_contact_cc0_steps10_seed202607433_preprocess,vertices,1,1093032.0,1093032.0,1093032.0,1093032.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__rubber_fig_trunk_contact_cc0_steps10_seed202607433_preprocess,faces,1,2104334.0,2104334.0,2104334.0,2104334.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__rubber_fig_trunk_contact_cc0_steps10_seed202607433_preprocess,component_count,1,6203.0,6203.0,6203.0,6203.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__rubber_fig_trunk_contact_cc0_steps10_seed202607433_preprocess,largest_occupancy_component_ratio_6n,1,0.999787,0.999787,0.999787,0.999787
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__rubber_fig_trunk_contact_cc0_steps10_seed202607433_preprocess,occupancy_component_count_6n,1,5.0,5.0,5.0,5.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__rubber_fig_trunk_contact_cc0_steps10_seed202607433_preprocess,surface_area_est,1,3.91519,3.91519,3.91519,3.91519
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__rubber_fig_trunk_contact_cc0_steps10_seed202607433_preprocess,bbox_volume,1,0.645808,0.645808,0.645808,0.645808
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_photo_rosette_cc0_steps10_seed202607432_preprocess,vertices,1,83707.0,83707.0,83707.0,83707.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_photo_rosette_cc0_steps10_seed202607432_preprocess,faces,1,99698.0,99698.0,99698.0,99698.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_photo_rosette_cc0_steps10_seed202607432_preprocess,component_count,1,20787.0,20787.0,20787.0,20787.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_photo_rosette_cc0_steps10_seed202607432_preprocess,largest_occupancy_component_ratio_6n,1,0.272177,0.272177,0.272177,0.272177
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_photo_rosette_cc0_steps10_seed202607432_preprocess,occupancy_component_count_6n,1,755.0,755.0,755.0,755.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_photo_rosette_cc0_steps10_seed202607432_preprocess,surface_area_est,1,0.100354,0.100354,0.100354,0.100354
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_photo_rosette_cc0_steps10_seed202607432_preprocess,bbox_volume,1,0.530608,0.530608,0.530608,0.530608
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_rosette_single_pd_steps10_seed202607431_preprocess,vertices,1,1029354.0,1029354.0,1029354.0,1029354.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_rosette_single_pd_steps10_seed202607431_preprocess,faces,1,2060690.0,2060690.0,2060690.0,2060690.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_rosette_single_pd_steps10_seed202607431_preprocess,component_count,1,19.0,19.0,19.0,19.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_rosette_single_pd_steps10_seed202607431_preprocess,largest_occupancy_component_ratio_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_rosette_single_pd_steps10_seed202607431_preprocess,occupancy_component_count_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_rosette_single_pd_steps10_seed202607431_preprocess,surface_area_est,1,3.912821,3.912821,3.912821,3.912821
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,image_root__spider_rosette_single_pd_steps10_seed202607431_preprocess,bbox_volume,1,0.969217,0.969217,0.969217,0.969217
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_00,vertices,1,85975.0,85975.0,85975.0,85975.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_00,faces,1,170466.0,170466.0,170466.0,170466.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_00,component_count,1,12.0,12.0,12.0,12.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_00,largest_occupancy_component_ratio_6n,1,0.443034,0.443034,0.443034,0.443034
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_00,occupancy_component_count_6n,1,4.0,4.0,4.0,4.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_00,surface_area_est,1,0.22239,0.22239,0.22239,0.22239
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_00,bbox_volume,1,0.045033,0.045033,0.045033,0.045033
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_01,vertices,1,77881.0,77881.0,77881.0,77881.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_01,faces,1,134188.0,134188.0,134188.0,134188.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_01,component_count,1,2449.0,2449.0,2449.0,2449.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_01,largest_occupancy_component_ratio_6n,1,0.373269,0.373269,0.373269,0.373269
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_01,occupancy_component_count_6n,1,42.0,42.0,42.0,42.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_01,surface_area_est,1,0.17381,0.17381,0.17381,0.17381
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_01,bbox_volume,1,0.049408,0.049408,0.049408,0.049408
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_02,vertices,1,80274.0,80274.0,80274.0,80274.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_02,faces,1,134370.0,134370.0,134370.0,134370.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_02,component_count,1,3285.0,3285.0,3285.0,3285.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_02,largest_occupancy_component_ratio_6n,1,0.586172,0.586172,0.586172,0.586172
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_02,occupancy_component_count_6n,1,75.0,75.0,75.0,75.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_02,surface_area_est,1,0.173765,0.173765,0.173765,0.173765
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_02,bbox_volume,1,0.057523,0.057523,0.057523,0.057523
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_03,vertices,1,82929.0,82929.0,82929.0,82929.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_03,faces,1,135666.0,135666.0,135666.0,135666.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_03,component_count,1,3933.0,3933.0,3933.0,3933.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_03,largest_occupancy_component_ratio_6n,1,0.503422,0.503422,0.503422,0.503422
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_03,occupancy_component_count_6n,1,55.0,55.0,55.0,55.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_03,surface_area_est,1,0.175692,0.175692,0.175692,0.175692
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__fern_frond_pinnae_attach__depth_03,bbox_volume,1,0.070688,0.070688,0.070688,0.070688
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_00,vertices,1,85975.0,85975.0,85975.0,85975.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_00,faces,1,170466.0,170466.0,170466.0,170466.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_00,component_count,1,12.0,12.0,12.0,12.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_00,largest_occupancy_component_ratio_6n,1,0.443034,0.443034,0.443034,0.443034
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_00,occupancy_component_count_6n,1,4.0,4.0,4.0,4.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_00,surface_area_est,1,0.22239,0.22239,0.22239,0.22239
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_00,bbox_volume,1,0.045033,0.045033,0.045033,0.045033
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_01,vertices,1,88913.0,88913.0,88913.0,88913.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_01,faces,1,178342.0,178342.0,178342.0,178342.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_01,component_count,1,410.0,410.0,410.0,410.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_01,largest_occupancy_component_ratio_6n,1,0.424855,0.424855,0.424855,0.424855
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_01,occupancy_component_count_6n,1,9.0,9.0,9.0,9.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_01,surface_area_est,1,0.234892,0.234892,0.234892,0.234892
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_01,bbox_volume,1,0.047571,0.047571,0.047571,0.047571
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_02,vertices,1,90023.0,90023.0,90023.0,90023.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_02,faces,1,179724.0,179724.0,179724.0,179724.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_02,component_count,1,590.0,590.0,590.0,590.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_02,largest_occupancy_component_ratio_6n,1,0.405979,0.405979,0.405979,0.405979
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_02,occupancy_component_count_6n,1,11.0,11.0,11.0,11.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_02,surface_area_est,1,0.236757,0.236757,0.236757,0.236757
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_02,bbox_volume,1,0.051055,0.051055,0.051055,0.051055
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_03,vertices,1,91008.0,91008.0,91008.0,91008.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_03,faces,1,181106.0,181106.0,181106.0,181106.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_03,component_count,1,645.0,645.0,645.0,645.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_03,largest_occupancy_component_ratio_6n,1,0.399229,0.399229,0.399229,0.399229
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_03,occupancy_component_count_6n,1,20.0,20.0,20.0,20.0
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_03,surface_area_est,1,0.238525,0.238525,0.238525,0.238525
results/botanical_tree_root_recursive_remote_20260511o_pull/metrics/botanical_tree_root_metrics_20260511o.csv,81,label,polyhaven_fern_all_yneg_20260511o__v25k_spider_terminal_leaflet__depth_03,bbox_volume,1,0.055867,0.055867,0.055867,0.055867
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,,,vertices,109,165489.972477,104583.0,62849.0,728879.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,,,faces,109,357541.816514,229476.0,123920.0,1405996.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,,,component_count,109,719.266055,438.0,1.0,3990.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,,,largest_occupancy_component_ratio_6n,109,0.949503,0.994838,0.165705,1.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,,,occupancy_component_count_6n,109,25.293578,8.0,1.0,156.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,,,surface_area_est,109,0.518804,0.348772,0.156253,1.910499
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,,,bbox_volume,109,0.080672,0.055561,0.022142,0.224553
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,label,polyhaven_fern_part_handles_d3_yneg_20260511p__v25k_spider_terminal_leaflet__depth_00,vertices,1,62849.0,62849.0,62849.0,62849.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,label,polyhaven_fern_part_handles_d3_yneg_20260511p__v25k_spider_terminal_leaflet__depth_00,faces,1,123920.0,123920.0,123920.0,123920.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,label,polyhaven_fern_part_handles_d3_yneg_20260511p__v25k_spider_terminal_leaflet__depth_00,component_count,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,label,polyhaven_fern_part_handles_d3_yneg_20260511p__v25k_spider_terminal_leaflet__depth_00,largest_occupancy_component_ratio_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,label,polyhaven_fern_part_handles_d3_yneg_20260511p__v25k_spider_terminal_leaflet__depth_00,occupancy_component_count_6n,1,1.0,1.0,1.0,1.0
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,label,polyhaven_fern_part_handles_d3_yneg_20260511p__v25k_spider_terminal_leaflet__depth_00,surface_area_est,1,0.156285,0.156285,0.156285,0.156285
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,label,polyhaven_fern_part_handles_d3_yneg_20260511p__v25k_spider_terminal_leaflet__depth_00,bbox_volume,1,0.129542,0.129542,0.129542,0.129542
results/botanical_tree_root_recursive_remote_20260511p_pull/metrics/botanical_tree_root_metrics_20260511p.csv,109,label,polyhaven_fern_part_handles_d3_yneg_20260511p__v25k_spider_terminal_leaflet__depth_01,vertices,1,64189.0,64189.0,64189.0,64189.0
